post_id,post
182,"The last few years my mum, 78, had bladder cancer treatment which worked. She's now in remission. But in that time, I (47) have grown to despise certain parts of her. It's like her medical issues and personality got all jumbled up. I hated the illness, but i didnt hate mum. For a long time everything was a crisis with mum, at least in her own mind. Over time I got burnt out. I would regularly just drive off to go for a walk to get away from her constant fears, worries, nagging. The problem is now whenever I get phone calls from her, I blow up. Today I went down the shops, a drive I find peaceful but being interrupted by her calls just made me fly into a temper tantrurm. I get that I'm her carer, support system, but sometimes I just need some space. How do I stop over reacting this way? It hurts her, it's shameful. I have a woodworking hobby as an outlet. But this incessant checking up on me all the time drives me nuts. Mum suffers with anxiety, but how can I stop blowing up from something so trivial?"
183,"Hi, when i was 17 years old i was sexually assaulted by a guy i barely knew (i am now 20). he was sober while i was under the influence of alcohol and drugs. over the past three years, i feel that i have dealt with it in an extremely unhealthy way. whenever the feelings or the thoughts of the incident arise, i try to push it under the rug and “forget about it”. which builds up all these emotions, and maybe once every two-three months i actually cry about it. i haven’t told anyone about my experience, because i feel ashamed that i put myself in a position to be violated like that because of taking the drugs and alcohol. i have pushed friends away because of this and have not been able to stay in relationships. ultimately, i just need advice on how to approach this topic to my family, specifically my parents. i am at the point where i need to get it off my chest but i am too afraid. i also want to try therapy, but i don’t want to feel pressured into reporting the incident to law enforcement. i don’t think i am ready to do that or really will ever be. any advice would help thank you so much 🩷 i also wanted to add that i am now sober! i am now a year sober from drugs, 4 months sober from alcohol and 3 months sober from nicotine."
184,Yes I have been targeted by the people I work for Queensland Health subjected to an illegal investigation by their ethical standards unit. It took them 2 months to inform me of what the allegations were and 7 months to find me guilty. They insisted my GP fill in a very personal form requesting my full medical record which I refused prior to informing me of my guilt. When I returned to work I was isolated from my department I was sat at a kitchen table in an unfamiliar area outside a manager’s office I couldn’t get into the office due to my id not opening the door and had to stand outside like a dog waiting to be admitted when staff wanted to have a meeting I was told to move.The work I was given was meaningless and despite requests for passwords no help was forthcoming. No one cared whether it was done or not as it was unnecessary. I went on sick leave. The manager was emailing me on a Sunday asking for medical certificates. Finally they removed my access to my department emails sighting I was on leave. Other staff had been on leave 6 months but continued to receive emails this prevented me attending staff meetings and inservice training. Now I’m left with nothing still on long service leave living on 72 dollars a fortnight.
185,"I didn’t know what topics to put this under due to being unsure about the entire thing myself. (Sorry if I get anything wrong or call it the wrong thing). As the title suggests I’m confused. When I was 9 I had this neighbour I was friends with her, I didn’t realise it at the time but during our whole friendship she would constantly body shame me. Then one day she came over and SA me (I think, idk if I can classify it as that she didn’t do much other then got me to take my shirt and pants of and then ground on me and I didn’t say no). That was 7 years ago to this day it still bothers me I am no longer friends with her but I feel really shitty because the few interactions I’ve had with her now she is extremely nice to me and now I feel guilty for still holding a grudge against her. Idk tbh I can’t do anything about it now anyway because I don’t have evidence and I don’t think people would believe me."
186,during my last relationship we moved so fast things were happening quicker than i thought. i thought i was ok doing them but now i feel so dirty and regret it deeply and wish i could go back and change what happened. halfway through doing stuff i regretted it and just wanted to cry. why do i feel like this?
187,"I was recently investigated by police, I discovered it was illegal and I made a complaint. Since then I've been forced to isolate due to extreme bullying, harassment, and psychological abuse, and gaslighted that it's all in my head. The only reasonable inference is that this is how the police illegally target someone they deem to be a problem, and everyone seems to be ok with going along with it. This is causing me extreme anxiety."
188,"Hi everyone, I am really needing help and support, or even advice. I have recently split from a 7 year relationship from what I now believe is a malignant narcissist. I am feeling damaged and empty, and also generally anxious and scared. I made the decision and it took 4 months to get him to actually leave the home. I have since been told many things he said and did that I was completely unaware of. It seems that he had a laid a very cunning long term plan which mostly centred on my trust and naivety. My whole sense of self has been rocked and my world turned upside down. I am now 52 and feel so stupid for trying so hard for so long with this person. I think a lot about laying down to sleep and not waking up and what a relief ir would be. I have 2 children who that would hurt greatly, so that is not an option. As a result of the type of person he is and the way the relationship was, I am highly anxious and fearful. There were violence and threats in the beginning of the relationship which eventually ground me down to a fawning and weak person. He has no empathy for anyone in general so he would actually laugh if he knew how bad I am feeling. I have gone completely no contact for months now, but he is now attacking me through the legal system. I suppose that I would just like any advice anyone may have. I have been having some counselling but it is expensive. I am so incredibly disappointed in myself."
189,"I have been in a relationship of 9yrs with my boyfriend, we have 2 children. The last year has been a total mess, resorting to the destruction of our entire relationship. With accusations of infidelity, physical/emotional/psychological abuse, DVO, drug use and complrte mental health break downs. When my partner uses, I can see within mins a change in him. Firstly he goes quiet, shy boyish like, unsure how to do every day things, totally confused by everyone and unable to comprehend the simplest of things spoken in general conversations. Hours after his first use, he becomes aggressive, agitated, frustrated and usually begins, the 2 day torment, that involves accusations of being a sex worker, cheating with his friends and/or people in the home. He constantly changes my words, names and says I talk backwards. In the last 6 months it has got worse, he is in psychosis, still showing signs of psychosis most days of the week, which has meant he cannot live at home, and be around the children. I am heart broken, I love this man, and completely believed we would be forever, but our relationship is torn to shreads. I don't know what to do, I'm exhausted, numb, sad, with little hope."
190,having a difficult time with isolation trying to get support but I'm not allowed to talk about what I've been going through how do you get support when you can't talk about the problem?
191,"How can I fight against the corporate environment and the previous who took me for a ride and abused me to the point of no return. Sadly, these people in power are much smarter than me because they eat meat and fish they are able to outthink my every move and they got away with sleeping with anyone they want. Emotionally abused me and brainwashed me without my consent sadly I have no say in the matter because it's a form of gaslighting where the parties got away with subtle abuse and I saw them play god with my life without my consent I think this should be posted as well for people to know how horrible working Centrelink /Medicare in the corporate environment out there is it's made me lose passion in my life where I go what's the point and my team leader got away with a lot of bad thing."
192,"I recently suffered a cardiac arrest and am struggling with the emotions surrounding this, as well as my kids also being very anxious about it. I constantly think about the what ifs and my daughter who is 16 is often breaking down into tears and cant really put into words why. Anyone have any advice?"
193,"Hi,im 16 and about 10 months ago i dislocated my shoulder playing netball and really struggle to put myself back out there, I still have not fully recovered due to the dislocation, it was out for 3 hours effecting my spine and the same of my neck which effects my hips bc of nerve damage, but thats not why i wanted to do this, I was wondering if theres anyone else out there who has had an injury and has like flashbacks or like gets into a state were they can't do anything but replay that moment over and over in there head.And uh, i was just wondering if theres anyone who has suffered this traumatic experience my physio and chiro keep telling me ive faced,a and managed to find a way to stop the so called ""flashbacks"" or ""states"" that im struggling to get out of.I really miss netball and i can't play yet but hopefully i can build up enough strength eventually to play again, so if anyone can also maybe tell a story or give some advice about how they managed to put themself back into doing sport even though they could injure themselves again that would be very helpful.sorry to bother anyone whos actually dealing with huge trauma rn i just thought someone might have some ideas or something... thanks,Ellie"
194,"Hello I am a medically retired veteran from the policing fraternity. I have severe PTSD and manage daily life as best as I can. My partner of 9 years has been my Saviour Angel and I treasure her immensely. I have a son 21 and daughter 18 who are very close to myself. My relationship with my ex wife who is a psychologist is good and she has been supportive all through my journey living with my PTSD. Our marriage broke down due to my ptsd and my reluctance to leave the policing career. I was open from day one with my current partner about my ptsd. She understood the seriousness of my mental health. I cannot ask for a more loving partner. Here is the issue….she has a 27 year old daughter who is married with 2 kids under 3. She and her family live with her dad. Since the early days of my relationship with my partner, her daughter has constantly attempted to sabotage it through the following methods…creating jealousy issues when my kids use to visit us for school holidays..by trying to get them in trouble by false stories, bringing up her mum’s ex partner often to see my reaction, inviting her dad along to private gatherings that her mum and me organise to attempt to cause an issue. Now that she has 2 kids….she is attempting to create a bigger conflict between her mum and myself by constantly forcing her mum to visit her at her house where her dad lives in the granny flat. I have for years gone along to visit her with my partner even though it’s been uncomfortable to be around her ex husband who is autistic and has no concept of relationship boundaries.The ex husband constantly dredges up about my partners married life with him and relives the thing they use to do eg holidays. I have ceased going along for the weekly visits to my partners daughter’s house to maintain my calmness. I feel my ptsd is getting worst as the narcissistic daughter now demands frequent weekends away without her kids and my partner has to babysit the whole time at her house. The daughter is very aware that her mum is a pushover and that this is causing major issues in my relationship with her mom. My partner works in high stress corpoarte environment and the weekends gives us a chance to have couple time by either travelling or catching up with our friends. I am at a crossroad now and wonder if its better for my ptsd to rent my own place and end the relationship? My daughter has moved in with us for her university studies and is concerned for my mental health. She has confirmed my opinion about my partner's daughter being a narcissist person. I have tried so many times to get my partner to join me at my psychologist office to discuss the dire situation that is been caused by her daughter but she says 'theres nothing wrong and your just picking isssues'. Close friends and family have adviced me to walk away and be happy rather then be 'gas lit' and stay in a coercive situation.....any advice?????? Please....."
195,"Hi everyone, I’m here today to reach out to like minded people like myself who suffer from PTSD & Trauma . I’ve suffered Trauma all my life , but the last 7 years has been challenge for me .If your suffering like me I would love to hear from you all to help with many strategies to overcome them thank you"
196,"Hi I am new here. For many years I experienced abuse from.my husband then left him when my daughter was 6. She has autism and an intellectual impairment. I always ha difficulty dealing with her behaviour. We saw numerous therapists and psychologist but no one helped me with her aggressive, revengeful control behaviours. I honestly don't think they believed me. I have a teaching degree so I knew how to manage children's behaviours but I couldn't control my own child. She is now 21 and is living with a boyfriend who is now under her control. She displays narisstic traits. He has been so good to her and he is a kind soul. His family is now very worried about their son and have asked me to help. But she won't listen to anything I say to help her in any kind of way. As a result of years of abuse from my own child I also have received trauma from her. It breaks my heart that she is now hurting another gentle soul and family. Is there anything I can do to convince her to get some help?"
197,"Hi Gang. Saw a post here somewhere ""I Hate Myself"".Made a few posts here... Bipolar (Depressive since 14, MAD since 2003), CSA Survivor (8/9-12-14) Peer Group Survivor Supporter and friend for 20 years. SELF HATRED.Knew THAT back in My Day. Despised/Disgusted with myself. ""It's SH*TE Bein' ME! Ah'm the Lowest of the LOW!"" - TRAINSPOTTING (Adapted) I saw it all as Weakness too. Too WEAK to say NO to Predators (not yell ""No WAY!!"" and run a Km like a virtuous boy ought).I was Pathalogically Shy as a kid too, and saw this as WEAKNESS too, Social COWARDICE, and Hated myself for THAT too...My School Reports (Bombed in EVERYTHING But English and History) All said ""NOT working to capacity/Potential"" ""Inattentive in class"". Easily Distracted. So I thought I was a LOSER and Weak Failure THERE too. It ALL Builds UP, reasons NOT to be a ((((FRIEND)))) To Yourself. I wasn't for Decades. Pretty Proud of what I do these days, Life has HOPE and PURPOSE, and using a Skill Set to Comfort Others. Buddhist PSYCHOLOGY!! (Not Philosophy).""Everyone's Problem is the Same, down Deep, we just don't SEE it for the Surface Squalls and Trials. It is living a Dissatisfied/Unfulfilled Life with No Hope or Purpose to it.Found Mine.Share it."
198,"My landlord has been sexually harassing me and touching me for 3years. Due to the housing crisis I kept a diary of the happenings until it was time I move out and then proceed to report to police. Landlord has just found out I have been keeping records of his behaviour and has kicked me out onto the streets. I have reported to police 2 times now as I was told by the woman's sexual assault councillor that there is a victims assist package to get me out and safe but need a police report number. Police are not taking it seriously making excuses for his harrassesment. I feel let down by police, they are meant to protect us. Police said I'm only reporting as a retaliation because landlord has kicked me out. It's actually the landlord retaliating on me because he found out I have evidence. The justice system is broken in north Queensland. My mental health is beyond control. My meds don't work, I'm on the streets were I don't belong. Why is it so hard to prosecute this behaviour even with evidence?"
199,"Hi, I still feel like I’m 6, 12, 17 years old. It’s like I’m stuck at those ages at certain times in certain days because I didn’t get to live those days like I wanted to when I had them. Even now, I find myself repeating the same behaviours to have the same routine every night, like I would’ve had when I could in my teen years. It’s like I lost the time, lost who I am and lost my ability to move forward… Just stuck. I have a career now. I’m educated on a tertiary level. I’ve achieved ‘success’ in many avenues. But on nights like this, I go back to being that 6 year old kid… And nights like this is every night. I’m afraid I’ll never be able to move on. I’m still fighting, and won’t give up fighting, but the child within me refuses to grow up. He refuses to forgive the time that escaped him.Thank you for reading. I needed somewhere to get this off my chest, knowing some eyes world read it."
200,"I think i might have trauma?! A few weeks ago i was beaten up by a group of girls at a sleepover simpily because they did not like me and now everytime since then when j try to sleep its all i can think about till i start shaking and crying same with when im in school if somone jokingly says “wanna fight” i have the urge to run and start shaking mabye im overthinking it but im not sure why i csnt just get past it its over and done with i dont know why i cant just like forget it happend and be happy it makes me so angry because ill relize im hsppy then straight away like STRAIGHT AWAY be sent back to when i was screaming crying for help , i dont know mabye im over reacting or being a baby but thats all"
201,Since all the news on television and the upsurge of violence /murder against woman lately.Has anyone found their CPTSD has been exacerbated.? If so how are you coping with the situation.?It is my wish to write to the Royal Commission regarding a most serious incident which included grievous assult occasioning. And other incidents not to be mentioned here.ONE SMALL VOICE. I want my voice to be heard. I have thought long and hard about this but feel I have to tread gently as not to place myself at risk. The incident happened many years ago. And I know how I was mistreated ( not by all) and do not wish other women to endure the same. I have never done anything like this before.Has anyone any practical suggestions. Please.? Regarding how they manage stimuli of their CPTSD.Kind Regards Odette
202,"I have ASD, ADHD and CPTSD (from childhood) and recently got approved for the DSP. I should have been happy but my housemate made a comment under her breath and then complained about dishes. She's complained to her coworkers (I found out through someone else) saying that she thinks I'm capable of work. It sent me over the edge and I relapsed with self harm after 2 years without doing it. I struggle with feeling safe at home in general due to my upbringing and I'm at the end of my rope. I can't find any housing as I'm on Centrelink and rentals reject me as there's a big line of people waiting and workers and families are priorities and I can't afford a caravan. Been on the cat 1 housing waiting list for 2 years. Anyways I feel guilty because I can't work my regular job. Only volunteer work and my housemate and other people believe I'm capable of regular work because the volunteering I do is for emergency services, both fire and ambulance. (Fire gets quiet in winter). The thing is for some reason emergency services is the only work I've not dreaded, I love it. It's the only place that's ever made me feel like I have any value and when I'm on a job it's the only place I feel like I'm in the moment, like my heads calm for once and I can work but I still struggle with some stuff due to trauma. It's helped me with self confidence and building skills. Sometimes even when I'm neglecting everything else and unable to get out of bed it's the only thing I can bring myself to do The thing is tho I still feel guilty and like I'm nothing but a dole bludger who should be able to handle regular work. I've tried paid work again and again over the years and it's always ended up with me hospitalized or frustrated. Because of my housemates comments too I don't want to be in the house at all. I had a breakdown today at the possibility of having to move town to get housing. If I move town though I'll have to move or drop my volunteer work and my only supports are here and I might have to rehome my lizard. I don't want to rehome a pet due to my living circumstances again. It's killing me, all I've ever wanted is stability and I would love to work a regular job and be normal. I'm not sure what to do anymore. I feel like nothing I ever do is good enough and that I'm never enough. I've thought about paid work in emergency services but it would be a long time to be well enough to do it full time and even then there's the possibility I'm too mentally ill to do it full time."
203,"Hello, Needing more advice and hope from the wonderful people on here as I've got none and can't think of anything else to do. I'm at a point in my recovery where I feel stuck, my issue is that I dream too big and have self acceptance problems. I have CPTSD, Depression, Anxiety a chronic pain disorder and recently been diagnosed with ADHD. I feel like I have tried everything to get better and it's getting worse and I am more nihilistic, everything I try feels like a failure as I'm not ~better~. I cannot accept myself and that recovery is a journey which isn't cured therefore I cannot get confident because I must be perfect to equal greatness which stops me from trying to pursue further education or passions. It feels like a self fullfilling proficy. I can't stop dreaming big, this leads to heartache when I realise all the work it will take to get there, which is hard to believe will ever happen because it's been 15 years of healing and I'm still falling apart at work when criticised or feeling judged or triggered by a client (I work in mental health) spiralling into a tunnel of worthlessness and defeat. I want to give up DSP which I know is impossible to get for start but then if approved I'm screwed financially and have to give up up my rental and change the remaining things that spark any joy (hobbies that cost money)."
204,I have been treated for work based CPTSD by the employee support program but the govt dept I work for does not recognise this and despite taking months to recover by working some where else and coming back to my permanent I keep being told I have to go back to the place where the trauma occured. I can work other places successfully but keep ending up back on antidepressants when I end up back and feeling I am underperforming and in danger then of sub standard processes but when I work any where else I’m fine. I am not haivng luck winning a permanent contract elsewhere but have had lots of interesting jobs and complex jobs along the way. Please help.
205,I’d like to start talking to someone as I am really struggling with controlling my emotions. I lose control and lash out at people I love. I doubt myself everyday. And have no self esteem
206,"Hi there, I suffer from PTSD and it has come with a side of depression, anxiety. I am also a very well functioning adult/professional, but sometimes I really feel I need someone to talk to, but someone who understand how it feels to be like me. If you know, you know, and if you do, wanna chat? Thanks!"
207,"Trigger warning: I was attacked by my partner unexpectedly. They have never shown signs of any aggression before this happened. We just came from a bar (my partner's drink may have been spiked). I don't know what to do next. A few months after, I went out with a friend who I trusted. I'm usually a cautious person but I trusted my friend. I only had two beers that night but that was all I remember. I know I had about a 12 hour window where I don't remember anything but I keep getting snippets and flashbacks that I somehow know are linked to that night. I get flashbacks of those incidents often. Just after the blackout, I would wake up either crying or screaming and shaking, drenched in sweat. That lasted for two months, almost every night when I was completely alone in a boarding house. I still get really nervous expressing this and I'm far more cautious of the world now. I feel like I have to be vigilant all the time and on my guard. Along with this, I moved countries for work but I was made redundant there due to mismanagement, I became homeless, experienced financial hardship (unemployed for a year), had a threat of armed robbery, had malaria, and severe food poisoning. I lost count the amount of times my life was genuinely in danger. All of this happened overseas and within 6 months. I'm now back home and feel sick to my stomach most of the time. I find it very hard to find meaning here when everything is easy, and I have people around me genuinely care for me and can provide for me, instead of being alone overseas. I don't know what to do. I feel so lost. I see a psychologist next week though, I hope that might help."
208,Friends and neighbours were having a huge yelling match each. Trigger very loud screaming and shouting. My body went into shock mode! I was on the bed shaking I couldn't stop shaking in tears crying for about 15 minutes husband managed to redirect the situation peacefully and calmly music was turned on and he gave me cuddles saying that I was safe and you're okay! Which helps me so much. But the last few days. My nervous system is sitting at 8%10 So finding ways to settle myself down.
209,"I am 70 yrs old I was verbally abused by a 22 yrs old nasty ex granddaughter in law at shopping centre today.She came to shops to be aggressive and drag my 11 month great grandson into the mix by grabbing him from his pram instead of talking about the domestic situation she is on a DVO for abusing my grandson her ex partner abd the dad who has their son in his care. I was verbally abuse for 15 mins, in the middle of the shops, I reacted grabbed by both her arms begging her to just stop. I was losing my balance i have 2 full knee replacements, hips issues and arthritis in both hands and we end up against a wall. Now I am being accused of assault and put on a DVO. I had NO INTENT to harm her I just want her to please stop yelling a swearing at me.I don't know what to do. The police where rude aggressive and threatening when they came to me home to serve me."
210,Having flashbacks from a fire.Not dealing with it so well
211,"SO I left my home 05.02 and moved away and he has been in jail since, I got a solicitor and our homes sitting there and I keep paying to maintain it and trying to start a new life but his court date keeps getting adjourned and no one can tell me why. I know he is in jail but I just need it done so not left wondering everyday still what is going to happen next. I miss my house and have been back a couple times to do lawns and pool and just can't do it anymore and the solicitors just keep asking for more money which all our money is wrapped up in home account which I can't access and seems solicitors aren't really in any hurry to help.I know I can't contact him and I have no clue what to do for been months now and is like every day that goes past seems longer and longer and eating at me. I don't get why they keep adjourning it when the police layed the charges and have told me 7-15 years but feels like is never ending.I work fulltime and trying to keep that one thing normal in my life but feels like I don't have much left in me to keep waiting and trying everyday when seems getting no where with him or my home."
212,Hi my name is Jack I'm 34 and I am suffering family violence for the very first time I've never experienced it before just unsure what to do
213,"Hi all, hoping there is someone I can connect with. I lost my husband to suicide 2 years ago and I was the one that found him. I have recently been diagnosed with Anxiety and PTSD. I have 3 kids, and the daily struggle is real. I have absolutely nothing in me, I find myself sitting all day and achieving nothing. This has been happening for the last 3 weeks. I’ve even stepped back from work as I have so much anxiety which leads to panic attacks that come on very suddenly. I do speak to a psychologist weekly at this stage, and feel good after I do speak to her, but that feeling also wears off very quickly and I’m back to being in a crap spot again. Has anyone got any suggestions based around on coping. Thank you x"
214,"The state of your mental health has a big effect on your physical health. Anxiety, stress, and sadness can all weaken the immune system, which means the body is more likely to get sick. Stress that lasts for a long time raises cortisol levels, which can cause problems like heart disease and high blood pressure. Anxiety is linked to headaches, stomach issues, and tense muscles, among other things. Depression can make you tired, make it hard to sleep, and change your eating, all of which are bad for your health and energy levels. Mental health problems can also make it hard to live a healthy life, which can lead to bad eating habits, not exercising, and abusing drugs. Also, mental illnesses like worry and sadness can make chronic illnesses worse, which makes them harder to handle.Having good mental health makes your physical health better, which helps you live a longer life and deal with illness better. Taking care of mental health is therefore very important for physical health and happiness of life as a whole."
215,Hi I was wondering if anyone out there has experienced a damaging life change similar to mine which I can't seem to fully conquer. My parents turned to an extreme religion when I was a young teenager and uprooted me from my school and friends and basically my life. Eventually I left but it's caused an ongoing hurt that I can't escape it's affected my whole life as much as I try to forget about it and stay positive. I can't talk with other family as they just say get over it get on with it type of thing but it's a real struggle sometimes and lately I guess as I get older I think about it more. I've never had closure as my mum died and my father is a selfish nut who has never helped me and abandoned me. I don't seek sympathy I've never posted on here I have always been very independent made lots of mistakes from trying to know how to be in this world when my growing mind and love of the world was ripped away at a young age. It's difficult to explain and those who I should be able to talk to aren't interested but I wonder if there is anyone out there who can relate. Thankyou
216,"Hi, I am new to the forum and I wanted to thank the brave people that have posted before me. I am now in my 40s, but in the last week I have had flashbacks from a night out in my 20s and I think I might have been sexually abused after I passed out from drinking too much. I don’t know why these memories have come back to me now but I can’t stop ruminating about them. I feel foolish and haven’t talked to anyone, but I wanted to know if others had experienced this and how you moved on from this?"
217,"My PTSD life. Last night I had one of my night mares It happens every few months. There is a scenes towards the end of the movies ""the green mile"" where the prisoners go through a mock execution hours before the execution. The end of my nightmare was ME. I was allowed to say my last words, i forgive the judge, the jury, the lawyers for sending me to the execution table as you are only working on the evidence you have been given.I then died. How I got there you ask? This was the end of my nightmare in full technicolor. what started this was my mind trying to identify my sexual abuses. In the nightmare I almost identified the people but when the the imaginary face masks came up to their noses everything went blank. Then there was the one person who over 8 months abused me multiple times. In the nightmare again I almost identified the person when the imaginary mask came up to his nose. Things went blank. Between this and the green mile there was a court case I convicted of a false charge then executed. What that court case was I do not remember. All I remember what I just wrote. NOW you are wondering why I'm writing this? SUICIDE is a dirty word. No one wants to talk about SUICIDE in public.WHY? Suicide is a major societal issue AND NO ONE ONE WANTS TO TALK ABOUT THIS. WHY? I am one of very few people who is willing to talk or write about the problems sexual assault victims face on a day to day bases.There are many that have survived their attempts yet will not talk about it or simply found a way of taking their life. I am a multiple suicide survivor SEVEN, thats correct 7 times I tried. I am a sexual abuse survivor. I am a first generation Australian, not a great thing. You can bury your head in a bucket of sand and say ""it didn't happen"" or you can face reality. It took me 40 years to face all this. It took me another 7 years to go to court and win. Its taken seven years to accept what has happened. I have to accept that the nightmares will continue for the rest of my life. I have to accept ""the green mile"" I will never be able to identify the people who sexually abused me multiple time. Remember I am not the only sexually abuse male. It seems I am the lone voice that is prepared to talk publicly SUICIDE is real. It doesn't have to be sexual abuse modern society can send you down the path of suicide."
218,"'Complex post-traumatic stress disorder (C-PTSD; also known as complex trauma disorder) is a psychological disorder thought to occur as a result of repetitive, prolonged trauma involving sustained abuse or abandonment by a caregiver or other interpersonal relationships with an uneven power dynamic.' Wikipedia description.. I think this pretty much sums it up yeah? I wish I could underline; '..relationships with an uneven power dynamic'. In my own case, C-PTSD was triggered by bullying in my workplace from 2008 until 2014. I developed symptoms such as Anxiety/Panic that grew in severity until a tragic breakdown in 2014. I was forced to medically retire. Although my history of multiple trauma's and childhood abuse caused specific responses in me from an early age, I thought I was normal and everyone was the same. In fact, a lot of people in my inner circle were. Decades later, I find out those friends/family members/acquaintances had gone thru their own traumatic situations. So why wouldn't I feel normal around them? Today, as opposed to the 70's/80's (my adolescence/young adulthood) where abuse wasn't discussed, people have resources to out their pain and confusion in spaces like BB forum or with psychologists, social workers, medico's, psychiatrists and even friends/family. Treatment has become the 'norm' instead of going it alone which is what many of us here had to do until society caught up with this 'pandemic' (IMO) of psychological disorders. So, why create a thread dedicated to C-PTSD? Well, stigma and misconception around it's still rife in our society, and people suffering with this horrible disorder and not realising it is a constant. Your views are absolutely welcome! We really do need to talk about it as consequences of C-PTSD and the benefits of therapy are worthy and an important part of recovery. Newcomers and current members alike are encouraged to post; old, young, male or female. Let's pick each other's brain and see where it leads... Kind thoughts; Sez"
219,Hi I’m very new to this forum. I’m just reaching out to ask anyone how they worked out what there past traumas are or are from so they can move heal and move forward. I know I’m trigged and my cup is full right now with life but I just am un sure what is triggering it all. How do I find this out.
220,"How can I stop getting so discouraged from doing stuff because of fearing my past due to trauma, and when I do something I feel detached because a person might not respond in the most supported way and I feel like I just didn't give them what I want which I could be wrong but how do I stop ittt this is so confusing"
221,I'm tired of trying . I'm tired of struggling. I'm tired of worries. I'm tires of being alone. I'm tired of dejavu. I'm tired of fighting on.
222,Difficult times would arise for me suffering depression after a TBI due to being a victim of crime a year ago. I have chosen to do HBOT the last month which is rewarding and I would like to hear from others that have experienced a similarly injury as to how they have coped getting through their difficult moments
223,"I have complex PTSD. The last few months I seem to be stuck in 'fight or flight' mode. Many flashbacks, visual, emotional, physical. The littlest things are difficult to cope with. I start the day with what feels like my cup 90% full. Not wanting to go on is a common feeling/thought. Lonely place to be. I do have a mental health worker and have seen a trauma counsellor once - waiting on further appointments to be scheduled. Had a good GP but he's left and no-one else is available in my small town. I am rambling. I am very proactive and compliant doing all sorts of techniques - grounding, mindfulness, breathing, distraction etc etc. I'm still working and fulfilling what needs to be done in my life. But it's getting harder and harder and I'm getting tired and more tired and more hopeless and feel as if I try and try and nothing is changing. I don't know what I'm asking. I'm doing all the ""things"". I enact my safety plan - call suicide call back service, lifeline. Come away feeling more hopeless. It's hard to get through 5 minutes sometimes. Again I don't know what I'm asking. I seek assistance and there seems no more answers and I'm stuck in this place that is dark and dangerous and lonely. Sorry for such a negative post. It's really normally not me and I normally don't share or put myself out there."
224,"What to do when you have 10 brothers and sisters, and Mother has passed away and feeling alone and lonely, feeling abandonded and a deep sense of being betrayed. Have not worked properly for 5 years as gave up work to be Mum's carer fulltime. Isolated' no friends' (have a distant friend) no family' no job and not much job prospects. The grieving (which was delayed response for 15 months) feels like lead in my body and so weight bearing physically' mentally and spiritually. Feeling lost' no puroose of life anymore."
225,"i need help with how to deal with my trauma, anxiety and depression. i have been struggling really bad with it and really need help with is. i dont like talking to people in person about everything. i barely talk to people about my problems that im having. but i like talking to people over the internet about my problems so would it be ok for someone to help me please"
226,"I live in Sydney & the recent incidents of violence against women has prompted me to write this. I am a woman in my mid-fifties (look 10 years younger) living on my own in a villa for nearly 7 years now. I have an obnoxious neighbor, a single man in his seventies whom you could call an incel (involuntary celibate). His villa is next to mine & although he has a backyard, he seems to spend a lot of time in the common area in front of his villa, even sunbathing there in full view. Initially he used to peer in thru my living room blinds till I put up some thick curtains. He then began fiddling with my rubbish bins and putting his rubbish in till I moved the bins into my backyard. He then shifted his attention to my letter box, putting some gum like substance & then sticking newspapers into it. I tried blocking the letter box by filling it up with junk & he would spend hours trying to still push things in. I then realised that there was some sexual innuendo going on. Disgusted I permanently sealed up my letter box and then the next step was that he began stalking me. I also cannot sit in the living room & literally have to tiptoe across the house because if he hears me moving around inside the house, he starts making weird noises. While all this has been happening, to cause me further stress, I also began experiencing sexual harassment at work. The man whom I shall call Geri is 65 & divorced. Geri began leering at & propositioning me since day one and didn’t seem to get the message to back-off even though I told him that I had partner. He would approach me pretending to ask a work-related question all the while staring at my chest. I managed to mitigate the situation by trying to avoid being in the office on the same days as him. What struck me about Geri was his sense of entitlement & his delusions that at 65 he was some kind of catch. Could write a lot more but restricted by the word limit! So, what exactly is wrong with men in AU that they feel the need to control & harass women? It’s bad enough for men to be abusive in a relationship but this post should provide insight into the kind of behavior some women put up with even when they are not in a relationship!! There is talk about educating men but is it really education that is required here? Maybe allowing for video capture of incidents to name & shame would be more effective."
227,62yo complex childhood trauma He was that violent Fear in mums womb beatings to her and me.I witnessed weekly beatings to mum he was savage Stepfather feed alcohol (9yro started drinking.Half bottle vodka age 11)continued and added drugs it didn’t work Clean and sober 19 years)as beatings not work Just diagnosed complex childhood trauma?Me unsure been diagnosed many and varied labels Fear Confusion Anger not a lot of help and I’m struggling and I don’t want to be here don’t know what to do yes I’ve never got over itAny feedback welcomed
228,ROAR FRAGILE DEFEATED im scared mentally for my self right now after 21 years of being a number for rejection of care. I have been bullied and lied to rejected medical care psychiatric admission. im dead defeated mentally and physically as my teeth need fixing and I have been refused. Medication caused deteriorating dental issues refused treatment by administration staff. Admission for my health and safety psychiatric care rejected. Corrupt Crruel Scammers refusing care. Now I have given up. Broken Forever
